# ID z up gp rp ip zp Y J H K IRAC_1 IRAC_2 up_err gp_err rp_err ip_err zp_err Y_err J_err H_err K_err IRAC_1_err IRAC_2_err 
4050 0.620 24.029 23.608 22.702 22.022 21.884 21.707 21.492 21.282 21.171 21.321 21.876 0.028 0.040 0.023 0.017 0.015 0.014 0.013 0.013 0.012 0.019 0.025
4059 0.640 24.509 24.022 22.687 21.912 21.635 21.403 21.073 20.571 20.400 20.525 21.048 0.038 0.049 0.023 0.016 0.014 0.013 0.012 0.011 0.011 0.013 0.017
4068 0.660 24.497 23.791 22.645 21.847 21.567 21.358 20.985 20.490 20.324 20.419 20.996 0.037 0.048 0.022 0.015 0.014 0.013 0.012 0.011 0.011 0.013 0.016
4077 0.680 24.461 23.883 22.676 21.841 21.537 21.298 20.952 20.456 20.284 20.340 20.900 0.036 0.047 0.022 0.015 0.014 0.013 0.012 0.011 0.011 0.013 0.015
4086 0.760 23.246 23.098 22.737 22.196 21.962 21.970 21.750 21.419 21.326 21.454 21.975 0.018 0.029 0.023 0.018 0.016 0.016 0.015 0.013 0.013 0.020 0.026
4095 0.880 23.033 22.916 22.729 22.063 21.814 21.741 21.554 21.230 21.077 21.133 21.525 0.016 0.026 0.023 0.016 0.015 0.015 0.014 0.012 0.012 0.017 0.021
4104 0.040 23.415 22.945 22.783 22.738 22.645 22.495 22.440 22.339 22.618 26.370 26.370 0.020 0.026 0.024 0.023 0.022 0.021 0.020 0.019 0.022 -1.000 -1.000
4113 0.100 23.628 22.980 22.790 22.582 22.369 22.212 22.132 22.073 22.242 22.907 23.552 0.022 0.027 0.024 0.021 0.019 0.018 0.017 0.017 0.018 0.052 0.072
4122 0.120 23.717 23.014 22.782 22.582 22.390 22.262 22.155 22.145 22.220 23.053 23.628 0.023 0.027 0.024 0.021 0.020 0.018 0.017 0.017 0.018 0.051 0.070
4131 0.140 23.636 23.046 22.839 22.630 22.672 22.600 22.445 22.410 22.471 26.370 26.370 0.022 0.028 0.024 0.022 0.022 0.021 0.020 0.019 0.020 -1.000 -1.000
4140 0.160 23.627 23.109 22.769 22.594 22.654 22.522 22.403 22.360 22.387 26.370 26.370 0.022 0.028 0.023 0.022 0.022 0.021 0.020 0.019 0.020 -1.000 -1.000
4149 0.200 23.692 23.212 22.791 22.637 22.668 22.649 22.482 22.391 22.383 26.370 26.370 0.023 0.030 0.024 0.022 0.023 0.022 0.020 0.020 0.019 -1.000 -1.000
4158 0.220 23.614 23.172 22.753 22.641 22.677 22.575 22.273 22.402 22.340 26.370 26.370 0.022 0.030 0.024 0.022 0.022 0.022 0.018 0.019 0.019 -1.000 -1.000
4167 0.240 23.829 23.232 22.745 22.674 22.498 22.312 22.085 22.070 22.055 22.912 23.237 0.024 0.031 0.023 0.022 0.020 0.019 0.017 0.017 0.017 0.046 0.058
4176 0.240 23.807 23.319 22.810 22.714 22.724 22.692 22.487 22.473 22.421 26.370 26.370 0.023 0.032 0.025 0.023 0.023 0.023 0.021 0.020 0.020 -1.000 -1.000
4185 0.260 23.796 23.245 22.872 22.784 22.572 22.715 22.345 22.476 22.414 26.370 26.370 0.024 0.032 0.024 0.024 0.021 0.023 0.019 0.020 0.019 -1.000 -1.000
4194 0.280 23.701 23.203 22.727 22.755 22.383 22.612 22.247 22.361 22.279 26.370 26.370 0.023 0.031 0.023 0.024 0.019 0.022 0.018 0.019 0.019 -1.000 -1.000
4203 0.300 25.891 24.380 22.738 22.146 21.838 21.614 21.255 21.050 20.801 21.644 21.830 0.100 0.062 0.024 0.017 0.015 0.014 0.013 0.012 0.011 0.022 0.024
4212 0.320 24.947 23.849 22.779 22.437 22.196 21.929 21.557 21.382 21.173 21.957 22.150 0.051 0.045 0.024 0.020 0.018 0.016 0.014 0.013 0.012 0.027 0.030
4221 0.320 23.728 23.301 22.790 22.800 22.530 22.622 22.459 22.403 22.307 26.370 26.370 0.023 0.034 0.024 0.025 0.021 0.022 0.020 0.019 0.019 -1.000 -1.000
4230 0.340 23.806 23.413 22.831 22.746 22.537 22.390 22.141 22.027 22.025 22.685 22.952 0.025 0.034 0.024 0.023 0.021 0.019 0.017 0.016 0.016 0.043 0.051
4239 0.360 23.836 23.468 22.833 22.665 22.567 22.375 22.130 22.038 21.979 22.692 23.034 0.025 0.035 0.024 0.023 0.021 0.019 0.017 0.016 0.016 0.042 0.050
4248 0.360 23.679 23.321 22.751 22.740 22.543 22.556 22.388 22.302 22.220 26.370 26.370 0.022 0.033 0.023 0.024 0.021 0.021 0.019 0.019 0.018 -1.000 -1.000
4257 0.380 23.820 23.369 22.778 22.628 22.462 22.350 22.097 21.976 21.925 22.668 22.912 0.024 0.035 0.024 0.022 0.021 0.019 0.017 0.016 0.016 0.040 0.048
4266 0.400 23.751 23.342 22.738 22.596 22.451 22.285 22.066 21.899 21.847 22.530 22.872 0.023 0.034 0.024 0.021 0.020 0.018 0.016 0.016 0.015 0.038 0.045
4275 0.420 24.418 23.754 22.790 22.462 22.257 22.126 21.940 21.751 21.613 22.261 22.433 0.036 0.044 0.024 0.020 0.018 0.017 0.016 0.015 0.014 0.031 0.037
4284 0.440 24.928 24.075 22.762 22.297 22.077 21.821 21.446 21.106 20.961 21.478 21.798 0.049 0.051 0.024 0.018 0.017 0.015 0.013 0.012 0.012 0.020 0.024
4293 0.440 23.523 23.282 22.798 22.465 22.464 22.396 22.292 22.186 22.089 26.370 26.370 0.021 0.032 0.024 0.020 0.020 0.020 0.019 0.017 0.017 -1.000 -1.000
4302 0.460 25.002 24.070 22.830 22.367 22.099 21.860 21.520 21.135 20.987 21.530 21.785 0.051 0.054 0.025 0.019 0.017 0.015 0.013 0.012 0.012 0.020 0.024
4311 0.460 23.530 23.393 22.851 22.455 22.518 22.412 22.384 22.181 22.098 26.370 26.370 0.021 0.033 0.024 0.020 0.020 0.020 0.019 0.017 0.017 -1.000 -1.000
4320 0.480 23.437 23.208 22.781 22.389 22.478 22.123 22.220 22.093 22.001 26.370 26.370 0.020 0.030 0.023 0.019 0.020 0.017 0.018 0.017 0.016 -1.000 -1.000
4329 0.500 23.630 23.443 22.776 22.425 22.417 22.222 22.011 21.765 21.745 22.289 22.498 0.022 0.035 0.024 0.020 0.020 0.018 0.016 0.015 0.015 0.032 0.039
4338 0.520 23.735 23.572 22.859 22.565 22.499 22.347 22.091 21.855 21.848 22.301 22.618 0.023 0.038 0.025 0.021 0.020 0.019 0.017 0.015 0.015 0.033 0.040
4347 0.540 24.908 24.135 22.813 22.239 21.979 21.763 21.379 20.990 20.833 21.132 21.596 0.048 0.056 0.025 0.018 0.016 0.015 0.013 0.012 0.012 0.017 0.021
4356 0.540 23.497 23.375 22.844 22.436 22.578 22.221 22.385 22.180 22.056 26.370 26.370 0.020 0.035 0.024 0.020 0.021 0.018 0.019 0.017 0.017 -1.000 -1.000
4365 0.560 24.978 24.103 22.805 22.201 21.938 21.703 21.332 20.885 20.763 21.020 21.450 0.046 0.055 0.024 0.017 0.016 0.014 0.013 0.012 0.011 0.016 0.020
4374 0.560 23.400 23.326 22.751 22.426 22.511 22.159 22.246 22.098 22.027 26.370 26.370 0.020 0.033 0.024 0.020 0.020 0.017 0.018 0.017 0.016 -1.000 -1.000
4383 0.580 23.492 23.323 22.787 22.429 22.589 22.111 22.282 21.967 22.049 26.370 26.370 0.020 0.033 0.024 0.020 0.022 0.017 0.018 0.016 0.016 -1.000 -1.000
4392 0.600 24.215 23.648 22.783 22.194 21.993 21.862 21.633 21.395 21.312 21.504 22.072 0.030 0.043 0.024 0.018 0.016 0.015 0.014 0.013 0.013 0.020 0.027
4401 0.620 24.042 23.621 22.758 22.092 21.940 21.767 21.537 21.310 21.186 21.369 21.945 0.028 0.041 0.024 0.017 0.016 0.015 0.014 0.013 0.012 0.019 0.025
4410 0.640 23.330 23.308 22.805 22.401 22.397 22.274 22.175 22.006 21.941 26.370 26.370 0.019 0.032 0.024 0.019 0.019 0.018 0.018 0.016 0.016 -1.000 -1.000
4419 0.660 23.484 23.302 22.876 22.511 22.355 22.421 22.254 21.921 22.008 26.370 26.370 0.020 0.033 0.025 0.020 0.019 0.020 0.018 0.016 0.016 -1.000 -1.000
4428 0.680 23.323 23.262 22.863 22.397 22.198 22.314 22.199 21.986 21.934 22.048 26.370 0.019 0.032 0.025 0.019 0.018 0.019 0.017 0.016 0.016 0.028 -1.000
4437 0.740 24.475 23.961 22.803 21.849 21.543 21.282 20.950 20.452 20.227 20.202 20.787 0.036 0.049 0.024 0.015 0.014 0.013 0.012 0.011 0.011 0.012 0.015
4446 0.780 24.324 23.842 22.802 21.784 21.412 21.202 20.857 20.369 20.090 20.062 20.565 0.034 0.046 0.024 0.015 0.013 0.012 0.012 0.011 0.011 0.012 0.014
4455 0.920 23.120 22.980 22.846 22.187 21.904 21.828 21.654 21.357 21.153 21.174 21.590 0.017 0.027 0.024 0.017 0.016 0.015 0.014 0.013 0.012 0.017 0.021
4464 0.060 23.263 22.944 22.855 22.647 22.557 22.257 22.403 22.325 22.518 26.370 26.370 0.018 0.026 0.025 0.022 0.021 0.018 0.019 0.019 0.021 -1.000 -1.000
4473 0.100 23.326 22.873 22.838 22.418 22.523 22.265 22.360 22.269 22.432 26.370 26.370 0.019 0.025 0.025 0.020 0.021 0.018 0.019 0.018 0.019 -1.000 -1.000
4482 0.120 23.836 23.095 22.930 22.686 22.523 22.334 22.243 22.236 22.335 23.097 23.614 0.025 0.029 0.026 0.023 0.021 0.019 0.018 0.018 0.019 0.055 0.075
4491 0.160 23.962 23.292 22.932 22.787 22.646 22.414 22.268 22.296 22.367 23.002 23.540 0.026 0.032 0.026 0.024 0.022 0.020 0.018 0.018 0.019 0.054 0.072
4500 0.180 23.675 23.270 22.875 22.729 22.734 22.646 22.454 22.454 22.517 26.370 26.370 0.023 0.031 0.025 0.023 0.024 0.022 0.020 0.020 0.020 -1.000 -1.000
4509 0.200 23.778 23.354 22.925 22.784 22.784 22.727 22.586 22.522 22.494 26.370 26.370 0.024 0.033 0.026 0.024 0.024 0.023 0.022 0.021 0.021 -1.000 -1.000
4518 0.240 25.890 24.248 22.889 22.311 22.020 21.814 21.443 21.286 21.086 21.938 22.136 0.088 0.060 0.025 0.019 0.016 0.015 0.013 0.013 0.012 0.026 0.029
4527 0.260 23.961 23.379 22.865 22.835 22.663 22.450 22.191 22.187 22.170 22.879 23.308 0.027 0.035 0.025 0.024 0.022 0.020 0.018 0.018 0.017 0.049 0.062
4536 0.280 23.998 23.523 22.903 22.815 22.665 22.534 22.204 22.205 22.195 22.900 23.376 0.027 0.036 0.026 0.025 0.023 0.021 0.018 0.018 0.018 0.050 0.062
4545 0.280 23.792 23.372 22.928 22.844 22.606 22.771 22.578 22.552 22.435 26.370 26.370 0.024 0.035 0.025 0.025 0.022 0.023 0.021 0.021 0.020 -1.000 -1.000
4554 0.300 23.978 23.432 22.853 22.766 22.594 22.471 22.221 22.191 22.129 22.812 23.155 0.026 0.036 0.025 0.024 0.022 0.020 0.018 0.017 0.017 0.047 0.058
4563 0.300 23.854 23.323 22.827 22.894 22.530 22.688 22.311 22.492 22.374 26.370 26.370 0.024 0.033 0.025 0.026 0.021 0.023 0.019 0.020 0.019 -1.000 -1.000
4572 0.320 25.036 23.934 22.874 22.527 22.273 22.031 21.675 21.443 21.273 22.061 22.235 0.054 0.048 0.026 0.021 0.018 0.016 0.014 0.013 0.013 0.028 0.032
4581 0.320 24.033 23.491 22.943 22.859 22.740 22.511 22.240 22.208 22.122 22.889 23.215 0.027 0.038 0.026 0.025 0.023 0.021 0.018 0.018 0.017 0.048 0.059
4590 0.340 24.504 23.729 22.840 22.570 22.407 22.263 22.113 21.957 21.782 22.593 22.630 0.037 0.043 0.025 0.021 0.019 0.018 0.017 0.016 0.015 0.038 0.044
4599 0.340 23.800 23.523 22.893 22.901 22.629 22.663 22.539 22.484 22.335 26.370 26.370 0.024 0.036 0.025 0.026 0.022 0.023 0.021 0.020 0.019 -1.000 -1.000
4608 0.360 23.765 23.371 22.866 22.979 22.606 22.676 22.363 22.427 22.287 26.370 26.370 0.024 0.034 0.025 0.026 0.021 0.022 0.019 0.020 0.019 -1.000 -1.000
4617 0.380 25.115 24.191 22.969 22.566 22.283 22.025 21.662 21.398 21.219 21.927 22.143 0.056 0.054 0.026 0.021 0.018 0.016 0.014 0.013 0.012 0.026 0.029
4626 0.380 23.779 23.551 22.919 22.903 22.678 22.637 22.502 22.411 22.336 26.370 26.370 0.024 0.036 0.026 0.025 0.022 0.022 0.021 0.020 0.019 -1.000 -1.000
4635 0.400 23.905 23.474 22.817 22.677 22.515 22.392 22.160 22.006 21.985 22.607 22.879 0.025 0.037 0.025 0.023 0.021 0.019 0.017 0.016 0.016 0.040 0.048
4644 0.400 23.665 23.422 22.932 22.739 22.598 22.588 22.438 22.332 22.221 26.370 26.370 0.023 0.035 0.025 0.023 0.021 0.021 0.020 0.019 0.018 -1.000 -1.000
4653 0.420 23.927 23.604 22.917 22.700 22.613 22.486 22.209 22.070 22.018 22.691 23.055 0.026 0.039 0.026 0.023 0.022 0.020 0.018 0.017 0.016 0.041 0.049
4662 0.440 24.997 24.126 22.883 22.486 22.182 21.929 21.546 21.207 21.055 21.630 21.899 0.053 0.055 0.025 0.020 0.017 0.016 0.014 0.012 0.012 0.022 0.026
4671 0.440 23.619 23.467 22.866 22.607 22.541 22.558 22.412 22.274 22.228 26.370 26.370 0.022 0.035 0.025 0.021 0.021 0.021 0.020 0.018 0.018 -1.000 -1.000
4680 0.460 24.567 24.002 22.925 22.492 22.343 22.189 22.003 21.839 21.693 22.182 22.491 0.038 0.048 0.026 0.021 0.019 0.018 0.016 0.015 0.014 0.030 0.037
4689 0.480 23.793 23.557 22.891 22.576 22.533 22.410 22.141 21.955 21.898 22.445 22.697 0.024 0.038 0.025 0.021 0.021 0.019 0.017 0.016 0.016 0.036 0.043
4698 0.500 25.001 24.291 22.931 22.360 22.100 21.926 21.509 21.104 21.006 21.378 21.744 0.052 0.058 0.026 0.019 0.017 0.015 0.014 0.012 0.012 0.019 0.023
4707 0.500 23.602 23.495 22.928 22.586 22.594 22.295 22.476 22.262 22.179 26.370 26.370 0.022 0.036 0.026 0.021 0.022 0.019 0.020 0.018 0.018 -1.000 -1.000
4716 0.520 23.782 23.558 22.871 22.579 22.570 22.368 22.198 21.898 21.865 22.424 22.623 0.024 0.039 0.025 0.021 0.021 0.019 0.017 0.015 0.015 0.033 0.042
4725 0.540 25.019 24.184 22.836 22.249 21.986 21.759 21.402 20.993 20.862 21.145 21.619 0.048 0.057 0.025 0.018 0.016 0.015 0.013 0.012 0.012 0.017 0.021
4734 0.540 23.747 23.595 22.887 22.519 22.526 22.351 22.108 21.866 21.844 22.275 22.584 0.023 0.038 0.025 0.021 0.021 0.019 0.017 0.015 0.015 0.032 0.040
4743 0.560 23.804 23.495 22.887 22.582 22.494 22.368 22.149 21.863 21.799 22.269 22.583 0.023 0.039 0.025 0.021 0.021 0.019 0.017 0.015 0.015 0.031 0.039
4752 0.580 24.819 24.230 22.916 22.191 21.963 21.730 21.359 20.902 20.770 20.966 21.439 0.047 0.057 0.025 0.018 0.016 0.014 0.013 0.012 0.011 0.016 0.020
4761 0.600 26.533 24.541 22.915 21.630 21.180 20.864 20.483 20.035 19.851 19.983 20.532 0.171 0.071 0.026 0.014 0.012 0.012 0.011 0.011 0.010 0.012 0.014
4770 0.600 24.228 23.819 22.887 22.262 22.109 21.937 21.742 21.528 21.389 21.589 22.071 0.032 0.046 0.026 0.018 0.017 0.016 0.014 0.013 0.013 0.021 0.029
4779 0.620 24.873 24.232 22.894 22.176 21.913 21.678 21.337 20.862 20.708 20.848 21.391 0.046 0.058 0.026 0.017 0.016 0.014 0.013 0.012 0.011 0.015 0.019
4788 0.640 23.589 23.477 22.898 22.462 22.397 22.269 22.038 21.748 21.727 21.928 22.375 0.022 0.036 0.025 0.020 0.019 0.018 0.016 0.014 0.014 0.026 0.035
4797 0.660 24.749 24.155 22.837 22.052 21.801 21.571 21.220 20.720 20.567 20.629 21.184 0.043 0.056 0.025 0.017 0.015 0.014 0.012 0.011 0.011 0.014 0.018
4806 0.660 23.521 23.353 22.873 22.508 22.354 22.482 22.318 21.924 22.058 26.370 26.370 0.021 0.034 0.025 0.021 0.019 0.020 0.019 0.016 0.016 -1.000 -1.000
4815 0.680 23.644 23.466 22.955 22.453 22.315 22.280 22.059 21.729 21.716 21.895 22.409 0.022 0.037 0.026 0.020 0.018 0.018 0.017 0.014 0.014 0.025 0.034
4824 0.720 24.571 24.149 22.883 21.963 21.638 21.439 21.071 20.580 20.386 20.362 20.944 0.039 0.053 0.025 0.016 0.014 0.013 0.012 0.011 0.011 0.013 0.016
4833 0.740 23.935 23.702 22.922 22.127 21.891 21.684 21.472 21.236 21.102 21.076 21.645 0.027 0.042 0.026 0.017 0.015 0.014 0.013 0.012 0.012 0.017 0.022
4842 0.760 23.357 23.263 22.840 22.339 22.106 22.132 21.905 21.548 21.483 21.608 22.089 0.019 0.032 0.025 0.019 0.017 0.017 0.015 0.014 0.013 0.021 0.029
4851 0.820 23.312 23.185 22.878 22.332 22.058 22.033 21.832 21.513 21.372 21.446 21.934 0.019 0.031 0.025 0.019 0.017 0.016 0.015 0.013 0.013 0.020 0.026
4860 0.040 23.796 23.216 23.009 22.841 22.641 22.477 22.417 22.355 22.574 23.348 23.953 0.023 0.031 0.028 0.024 0.022 0.020 0.020 0.019 0.022 0.068 0.099
4869 0.060 23.439 23.020 23.041 22.711 22.691 22.344 22.534 22.433 22.630 26.370 26.370 0.020 0.028 0.027 0.023 0.023 0.019 0.021 0.020 0.022 -1.000 -1.000
4878 0.080 23.844 23.260 22.994 22.780 22.625 22.480 22.357 22.336 22.525 23.319 23.929 0.025 0.031 0.028 0.024 0.022 0.020 0.019 0.019 0.021 0.063 0.089
4887 0.120 23.963 23.236 23.030 22.851 22.669 22.495 22.366 22.335 22.450 23.217 23.650 0.026 0.032 0.028 0.025 0.022 0.020 0.019 0.019 0.020 0.060 0.082
4896 0.140 23.974 23.228 22.960 22.812 22.613 22.471 22.342 22.289 22.436 23.089 23.680 0.026 0.032 0.027 0.024 0.022 0.020 0.019 0.019 0.020 0.057 0.077
4905 0.140 23.840 23.183 22.972 22.810 22.849 22.731 22.618 22.573 22.634 26.370 26.370 0.024 0.031 0.027 0.024 0.024 0.023 0.022 0.021 0.022 -1.000 -1.000
4914 0.160 23.862 23.353 23.042 22.801 22.928 22.798 22.669 22.646 22.683 26.370 26.370 0.025 0.033 0.027 0.025 0.026 0.024 0.023 0.022 0.022 -1.000 -1.000
4923 0.180 23.779 23.379 22.960 22.851 22.853 22.738 22.585 22.607 22.634 26.370 26.370 0.024 0.033 0.027 0.024 0.025 0.024 0.021 0.021 0.022 -1.000 -1.000
4932 0.200 23.819 23.396 23.062 22.871 22.914 22.805 22.579 22.640 22.623 26.370 26.370 0.025 0.035 0.028 0.025 0.026 0.025 0.021 0.022 0.022 -1.000 -1.000
4941 0.220 24.058 23.430 22.967 22.866 22.696 22.534 22.297 22.269 22.309 22.964 23.396 0.027 0.035 0.026 0.025 0.023 0.021 0.018 0.018 0.018 0.053 0.068
4950 0.220 23.874 23.438 23.042 22.901 22.933 22.865 22.557 22.669 22.585 26.370 26.370 0.026 0.035 0.028 0.026 0.026 0.025 0.021 0.022 0.022 -1.000 -1.000
4959 0.240 24.063 23.461 23.003 22.872 22.751 22.585 22.309 22.297 22.297 23.011 23.267 0.028 0.036 0.027 0.025 0.023 0.021 0.019 0.019 0.019 0.053 0.068
4968 0.240 23.849 23.303 22.909 22.872 22.793 22.740 22.483 22.564 22.531 26.370 26.370 0.025 0.034 0.026 0.025 0.024 0.024 0.020 0.021 0.021 -1.000 -1.000
4977 0.260 24.130 23.539 23.010 22.932 22.766 22.597 22.359 22.359 22.321 23.046 23.410 0.029 0.038 0.027 0.026 0.024 0.022 0.019 0.019 0.019 0.053 0.068
4986 0.260 23.940 23.527 23.064 22.964 22.838 22.916 22.681 22.675 22.592 26.370 26.370 0.026 0.038 0.028 0.027 0.024 0.026 0.023 0.022 0.022 -1.000 -1.000
4995 0.280 23.959 23.419 23.015 22.960 22.657 22.842 22.512 22.630 22.537 26.370 26.370 0.027 0.036 0.027 0.027 0.022 0.025 0.021 0.022 0.021 -1.000 -1.000
5004 0.300 24.082 23.614 22.975 22.909 22.720 22.552 22.291 22.291 22.243 22.948 23.289 0.028 0.038 0.027 0.026 0.023 0.021 0.019 0.018 0.018 0.051 0.062
5013 0.300 23.918 23.420 22.947 23.051 22.621 22.807 22.474 22.567 22.491 26.370 26.370 0.026 0.036 0.027 0.028 0.022 0.025 0.020 0.021 0.020 -1.000 -1.000
5022 0.320 25.160 24.065 23.007 22.665 22.397 22.138 21.795 21.584 21.372 22.201 22.352 0.059 0.052 0.028 0.022 0.020 0.017 0.015 0.014 0.013 0.030 0.034
5031 0.320 23.911 23.476 23.001 23.096 22.750 22.890 22.470 22.592 22.547 26.370 26.370 0.026 0.037 0.027 0.029 0.023 0.025 0.020 0.022 0.021 -1.000 -1.000
5040 0.340 24.004 23.577 22.970 22.872 22.723 22.507 22.307 22.218 22.126 22.841 23.139 0.027 0.038 0.026 0.025 0.023 0.021 0.018 0.018 0.017 0.048 0.057
5049 0.340 23.949 23.574 23.033 23.008 22.760 22.852 22.657 22.620 22.537 26.370 26.370 0.026 0.039 0.028 0.028 0.024 0.025 0.023 0.022 0.021 -1.000 -1.000
5058 0.360 24.011 23.601 22.995 22.901 22.702 22.565 22.273 22.184 22.147 22.896 23.019 0.027 0.039 0.027 0.025 0.023 0.021 0.018 0.018 0.017 0.047 0.056
5067 0.360 23.909 23.533 22.935 22.966 22.722 22.783 22.602 22.494 22.431 26.370 26.370 0.025 0.038 0.026 0.027 0.023 0.024 0.022 0.021 0.020 -1.000 -1.000
5076 0.380 23.818 23.452 22.980 22.949 22.686 22.730 22.456 22.417 22.366 26.370 26.370 0.024 0.036 0.027 0.027 0.023 0.023 0.020 0.020 0.019 -1.000 -1.000
5085 0.400 23.948 23.599 22.989 22.832 22.656 22.502 22.274 22.161 22.100 22.838 22.928 0.027 0.040 0.027 0.024 0.023 0.021 0.018 0.017 0.017 0.044 0.052
5094 0.420 23.987 23.640 23.001 22.751 22.657 22.531 22.276 22.136 22.086 22.796 22.998 0.027 0.040 0.027 0.024 0.023 0.021 0.018 0.017 0.017 0.043 0.051
5103 0.440 25.155 24.241 23.029 22.559 22.317 22.121 21.686 21.398 21.223 21.744 22.045 0.058 0.061 0.027 0.021 0.019 0.017 0.014 0.013 0.012 0.024 0.028
5112 0.440 23.911 23.626 23.031 22.718 22.677 22.543 22.265 22.097 22.037 22.677 22.935 0.026 0.040 0.027 0.023 0.022 0.021 0.018 0.017 0.016 0.041 0.049
5121 0.460 24.601 23.998 23.005 22.610 22.408 22.284 22.084 21.886 21.752 22.303 22.622 0.040 0.051 0.027 0.021 0.020 0.018 0.017 0.015 0.015 0.032 0.039
5130 0.480 23.935 23.650 23.016 22.725 22.664 22.535 22.285 22.072 22.052 22.612 22.822 0.026 0.042 0.027 0.023 0.023 0.021 0.018 0.017 0.016 0.039 0.047
5139 0.480 23.719 23.552 23.030 22.664 22.681 22.517 22.513 22.366 22.296 26.370 26.370 0.023 0.038 0.027 0.022 0.023 0.021 0.021 0.019 0.018 -1.000 -1.000
5148 0.500 23.936 23.684 22.999 22.714 22.654 22.585 22.259 22.001 22.045 22.454 22.830 0.026 0.042 0.027 0.023 0.022 0.021 0.018 0.016 0.016 0.037 0.046
5157 0.520 23.834 23.651 22.945 22.633 22.632 22.440 22.212 21.976 21.958 22.472 22.678 0.025 0.041 0.027 0.022 0.022 0.020 0.018 0.016 0.016 0.035 0.044
5166 0.540 23.928 23.718 23.027 22.711 22.667 22.544 22.328 22.021 22.015 22.432 22.793 0.026 0.043 0.028 0.023 0.023 0.021 0.018 0.016 0.016 0.035 0.045
5175 0.560 25.043 24.283 23.061 22.390 22.104 21.933 21.540 21.102 20.983 21.218 21.695 0.053 0.063 0.027 0.019 0.017 0.015 0.014 0.012 0.012 0.018 0.022
5184 0.560 23.731 23.546 22.936 22.655 22.831 22.324 22.496 22.252 22.277 26.370 26.370 0.023 0.037 0.027 0.022 0.024 0.019 0.021 0.018 0.018 -1.000 -1.000
5193 0.580 23.625 23.513 22.956 22.618 22.688 22.347 22.450 22.232 22.179 26.370 26.370 0.021 0.037 0.027 0.022 0.023 0.019 0.020 0.018 0.018 -1.000 -1.000
5202 0.600 24.986 24.402 23.044 22.357 22.104 21.850 21.478 21.033 20.893 21.098 21.535 0.051 0.063 0.028 0.019 0.017 0.015 0.013 0.012 0.012 0.016 0.021
5211 0.600 23.685 23.504 23.069 22.675 22.864 22.400 22.537 22.179 22.283 26.370 26.370 0.023 0.038 0.028 0.023 0.025 0.019 0.021 0.018 0.018 -1.000 -1.000
5220 0.620 23.785 23.620 22.969 22.550 22.539 22.417 22.157 21.850 21.872 22.130 22.579 0.023 0.040 0.027 0.021 0.021 0.019 0.017 0.015 0.015 0.029 0.039
5229 0.640 26.997 24.481 23.014 21.666 21.212 20.834 20.478 20.004 19.823 19.861 20.454 0.172 0.078 0.028 0.014 0.012 0.012 0.011 0.011 0.010 0.012 0.013
5238 0.640 24.920 24.217 23.000 22.195 21.933 21.698 21.335 20.862 20.703 20.810 21.344 0.046 0.060 0.027 0.018 0.016 0.014 0.013 0.012 0.011 0.015 0.019
5247 0.640 23.697 23.586 22.989 22.568 22.451 22.345 22.101 21.834 21.798 21.982 22.462 0.023 0.038 0.027 0.021 0.020 0.019 0.017 0.015 0.015 0.028 0.037
5256 0.660 24.204 23.801 22.974 22.269 22.046 21.872 21.652 21.431 21.309 21.409 21.967 0.030 0.046 0.027 0.018 0.016 0.015 0.014 0.013 0.013 0.020 0.026
5265 0.680 23.641 23.566 23.028 22.503 22.358 22.331 22.135 21.785 21.758 21.932 22.497 0.022 0.038 0.027 0.021 0.019 0.019 0.017 0.015 0.015 0.026 0.035
5274 0.700 23.605 23.509 23.002 22.528 22.330 22.347 22.085 21.740 21.671 21.847 22.357 0.022 0.037 0.027 0.020 0.018 0.018 0.017 0.015 0.014 0.025 0.034
5283 0.720 24.135 23.869 23.016 22.234 21.970 21.812 21.571 21.325 21.189 21.215 21.822 0.029 0.045 0.027 0.018 0.016 0.015 0.014 0.013 0.012 0.018 0.024
5292 0.740 23.698 23.470 23.035 22.786 22.435 22.626 22.422 22.093 22.141 22.244 26.370 0.022 0.037 0.028 0.024 0.020 0.022 0.020 0.017 0.017 0.032 -1.000
5301 0.760 23.588 23.493 22.993 22.760 22.363 22.574 22.328 22.055 22.092 22.212 26.370 0.021 0.036 0.027 0.023 0.019 0.021 0.019 0.016 0.017 0.030 -1.000
5310 0.780 23.464 23.384 22.990 22.419 22.165 22.179 21.961 21.621 21.546 21.626 22.150 0.020 0.034 0.026 0.020 0.017 0.017 0.016 0.014 0.014 0.022 0.029
5319 0.820 24.474 23.939 23.005 21.923 21.537 21.304 20.929 20.474 20.168 20.083 20.566 0.036 0.050 0.027 0.016 0.014 0.013 0.012 0.011 0.011 0.012 0.014
5328 0.860 23.386 23.293 23.021 22.420 22.174 22.181 21.930 21.567 21.456 21.507 21.909 0.019 0.032 0.028 0.020 0.017 0.017 0.016 0.014 0.013 0.021 0.026
5337 1.020 23.252 23.137 22.925 22.387 22.089 21.829 21.818 21.491 21.233 21.196 21.526 0.018 0.029 0.026 0.019 0.017 0.015 0.015 0.013 0.012 0.018 0.021
5346 0.040 23.799 23.297 23.123 23.027 23.032 22.833 22.785 22.750 22.985 26.370 26.370 0.024 0.032 0.029 0.028 0.027 0.025 0.024 0.023 0.026 -1.000 -1.000
